Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
60,14,1911_01_15_16,00120,"32044150448488_031, 32044150448488_032, 32044150448488_033, 32044150448488_034, 32044150448488_035, 32044150448488_036, 32044150448488_037, 32044150448488_038, 32044150448488_039, 32044150448488_040, 32044150448488_041, 32044150448488_042, 32044150448488_043","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,532-544,,26,13,"""1911"" written by BB on p. 1, ""Jan 16, 1911"" written by BB on p. 9; images and I Tatti sheet numbers out of order",,"Forrest, Dick; Bispham, David; Gould, Frank; Berenson, Senda; Wierzbicki, Vincent de; Lee, Gerald Stanley; Pollock, Francis Lillie; Rundquist, Anna Olivia; Herford, Oliver; Class, Morris; Cosgrave, John O'Hara; Caruso, Enrico; Smith, Charles Robinson; Herford, Margaret Regan; Smith, Jeannie Porter Steele Robinson; Ditson, Alice M.; Berenson, Mary; Grant, Peter Geddes; Mackaye, Percy; Grant, Ethel; Harrison, Ethel; McKee, Bobby; Armstrong, Paul; Belasco, David; Harris, Victor",literature; music; scholarship; drama; BG's social world,"reading itinerary from visiting BB; Sarcello; Edmond Rostand's Chantecler; dislike of Ethel Harrison; meal at Delmonico's; Georges Bizet's Carmen; Christoph Willibald Gluck's Armide; New Theatre meeting; distracting Harrison with Pollock's charm; Colony Club dinner; New York Hippodrome; supper at the Ritz; San Gallo; Naples; New Theatre performance of Vanity Fair; Hammerstein's new comic opera; BG throwing party ""for Madame Butterfly""; Percy Mackaye's The Scarecrow (1908); Lusitania (ship); Pollock and Harrison; discussion of marriage with BB; wishes not to live after BB dies","Davis, Lauren",LD,2022/07/31,2022/08/01,"Palmer, Philip ",PSP,2024/01/08,2024/01/08,2024/01/08,
60,14,1911_01_18,00121,"32044150448488_044, 32044150448488_045, 32044150448488_046, 32044150448488_047, 32044150448488_048, 32044150448488_049, 32044150448488_050, 32044150448488_051","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,545-552,,16,8,"""Jan. 18, 1911"" written by BB",,"Craig, Edward Gordon; Harrison, Ethel; Pollock, Francis Lillie; Terry, Ellen",BG's social world; library work; BG fashion; French literature; poetry,"joyous ""wake"" for getting rid of the ""varmint"" Ethel Harrison; Edward Gordon Craig's magazine The Mask; rereading early Nov./late Oct. letters from BB; postponing lunch with Terry; Parisian peignoir; guarding BB's publish-worthy letters; nostalgia for time spent with BB at Claridge's Hotel (in London), Urbino, and Arezzo","Davis, Lauren",LD,2022/08/01,2022/08/01,"Palmer, Philip ",PSP,2024/01/09,2024/01/09,2024/01/09,
60,14,1911_01_19,00122,"32044150448488_052, 32044150448488_053, 32044150448488_054, 32044150448488_055, 32044150448488_056, 32044150448488_057, 32044150448488_058, 32044150448488_059, 32044150448488_060, 32044150448488_061, 32044150448488_062, 32044150448488_063, 32044150448488_064","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,553-565,,25,13,"""1911"" written by BB",,"Gardner, Isabella Stewart; Grant, Ethel; Harrison, Ethel; Pollock, Francis Lillie; Berenson, Senda; Berenson, Mary; Morgan, J. Pierpont; Seligmann, Jacques; Seligmann, Ella Grünebaum; Seligmann, Elise; Lydig, Rita de Acosta; De Wolfe, Elsie; Blumenthal, Florence Meyer; Duveen, Henry; Duveen, Joseph; Thurston, Ada; Ditson, Alice; Babbott, Frank L.; Babbott, Lydia Richardson Pratt; Rey, Emile",private collections; paintings; Italian art; race and ethnicity; cultural institutions; BG's social world; BG's fashion; music; drama; BG's social world; finance; art dealing,"sending grapefruit to BB; Charles & Co., fruit shippers; Hicks, fruit shipper; received photographs of BB paintings, including a Nativity scene by Benedetto Bonfigli, BG's favorite of the lot; asking to bequeath BB's art to Isabella Stewart Gardner; Mariano Fortuny's gowns and opera cape; Grant's opera cape from BB; BG's dislike of Ethel Harrison; Harrison in love with Pollock; Senda's anticipated visit to see BG; Richard Wagner's Tristan und Isolde; Josephine Preston Peabody Marks's The Piper: A Play in Four Acts at New Theatre; Seligmann's wife and daughter; declining dinner with Lydig due to JP's dislike of her; JP's jealousy over and flirtation with BG; U.S. Customs matter preventing BB from visiting; Thurston going to Naples and Florence and meeting BB; small apartment; New Year salary raised to $10,000/yr","Davis, Lauren",LD,2022/08/01,2022/08/01,"Palmer, Philip ",PSP,2024/01/12,2024/01/12,2024/01/12,
60,14,1911_01_20,00123,32044150448488_077,"Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,572,,2,1,"""Jan. 20, 1910"" written in pencil (not by BB)",,"Morgan, J. Pierpont",N/A,reading over JP's will with him,"Davis, Lauren",LD,2022/08/01,2022/08/01,"Palmer, Philip",PSP,2024/01/10,2024/01/10,2024/01/10,
60,14,1911_01_24 (first letter),00124,"32044150448488_084, 32044150448488_085, 32044150448488_086, 32044150448488_087, 32044150448488_088, 32044150448488_089","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,579-584,,12,6,"""1911"" written by BB. The images comprising the two letters BG wrote to BB on January 24, 1911 are out of order, as are their respective I Tatti sheet numbers. In the letter BG wrote at 8:30 pm (images 65–76), she indicates she had already written a letter earlier that evening and sent it off to BB (""I am already beginning a letter to you although I mailed one only an hour ago""). Since images 78–83 were written ""past midnight,"" the letter written earlier in the evening must therefore correspond to images 84–89. ",,"Grant, Ethel; McComas, Francis; Morgan, J. Pierpont; Martin, Mary Louise Greener; Oakley, Ethel Alice Greene; Harvey, Theodora",N/A,JPM's departure for Egypt; Francis McComas's illness; BB's sending Marie Claire to BG,"Davis, Lauren",LD,2022/07/05,2022/07/07,"Palmer, Philip",PSP,2024/01/16,2024/01/16,2024/01/16,
60,14,1911_01_24 (second letter),00125,"32044150448488_065, 32044150448488_066, 32044150448488_067, 32044150448488_068, 32044150448488_069, 32044150448488_070, 32044150448488_071, 32044150448488_072, 32044150448488_073, 32044150448488_074, 32044150448488_075, 32044150448488_076, 32044150448488_078, 32044150448488_079, 32044150448488_080, 32044150448488_081, 32044150448488_082, 32044150448488_083, ","Greene, Belle da Costa","Berenson, Bernard",138 EAST FORTIETH STREET,"New York, NY",United States,"566-571, 574, 573, 575-578",,30,18,"""1911"" written by BB (image 65); ""Jan. 24, 1911 – midnight"" written by BB (image 79). The images comprising the two letters BG wrote to BB on January 24, 1911 are out of order, as are their respective I Tatti sheet numbers. In the letter BG wrote at 8:30 pm (images 65–76), she indicates she had already written a letter earlier that evening and sent it off to BB (""I am already beginning a letter to you although I mailed one only an hour ago""). Since images 78–83 were written ""past midnight,"" the letter written earlier in the evening must therefore correspond to images 84–89. ",,"Bernhardt, Sarah; Imbert, Alexandre; Taft, Charles Phelps; Mackaye, Percy; Huntington, Henry E.; Gardner, Isabella Stewart; Harrison, Ethel; Sheehan, William F.; Perkins, George Walbridge; Duveen, Benjamin; Allen, James Lane; Duveen, Joseph; Walters, Henry; Seligmann, Jacques; Atherton, Gertrude; Duveen, Henry; Stern; Widener, George Dunton; Knoedler, Roland; Widener, Harry Elkins; Blumenthal, Florence Meyer; Laffan, William Mackay; James, Henry; Johnson, John Graver; Davison, Henry Pomeroy; Altman, Benjamin; Morgan, Mary Lyman; Morton, Paul; Sulley, Arthur Joseph; De Wolfe, Elsie; Widener, Eleanor Elkins; Jones, Mary Cadwalader Rawle; Morgan, J. Pierpont; Ryan, Thomas Fortune; Cleveland, Grover",drawings; acquisitions; Dutch art; French art; sculpture; Chinese art; BG's art collection; politics; art dealing; Italian art; BG's travel; BG's social world,"BG's delight over BB's letters and her new apartment; Customs House and the Wideners; Duveen case; Duveens' selling of fakes to JPM; “near” Botticellis and Bellinis; BG's trip to Philadelphia; JP's fatigue with the art world; Widener's acquisition of a Vermeer from Knoedler; Huntington's acquisition of artworks by Rembrandt and Jean-Marc Nattier; BG's disgust with Isabella Stewart Gardner's treatment of JPM's sister; BG's skepticism about BB's ""Rodin tale;"" Senatorial elections; BG's desire for photographs of BB; BG building a ""BB bookcase"" in her apartment; BG's reading to JPM, who is losing his hearing; Henry James's visit to the library; BG's being caught in the middle of a writers' feud; Laffan sale, with ""punk"" works by Gainsborough whose authenticity BG calls into question; ""souvenirs"" from the Laffan sale given to BG by friends","Davis, Lauren",LD,2022/07/05,2022/07/07,"Palmer, Philip",PSP,2024/01/18,2024/01/18,2024/01/18,
60,14,1911_01_31,00126,"32044150448488_090, 32044150448488_091","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,585-586,,4,2,"""1911"" written in pencil (not by BB)",,"Berenson, Senda",N/A,BG missing BB; reasserts lack of interest in marriage with BB,"Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/01/10,2024/01/10,2024/01/10,
60,15,1911_02_01,00127,"32044150448496_001, 32044150448496_002, 32044150448496_003, 32044150448496_004, 32044150448496_005, 32044150448496_006, 32044150448496_007, 32044150448496_008, 32044150448496_009","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,587-595,,18,9,"""1911"" written in pencil (not by BB); originally included letter 1911_01_31",,"Berenson, Senda; Berenson, Mary; Morgan, J. Pierpont; Jaccaci, Mabel Thayer; Jaccaci, August",current events; BG's social world,BG and Senda Berenson believing BG's relationship with BB makes him unhappy; kindness between Mary and BG; asking BB if she should leave his life; dynamite explosion on a boat at a Jersey City pier; August Jaccaci being a terrible husband; photographs from BB arrived,"Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/03/10,2024/03/10,2024/03/10,
60,15,1911_02_03,00128,"32044150448496_011, 32044150448496_012, 32044150448496_013, 32044150448496_014","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,597-598,,6,4,,,"Morgan, J. Pierpont",Italian art; Dutch art; Flemish art; German art; Spanish art; Chinese art; BG's art collection; drawings; scholarship; BG's fashion,"books on Raphael and Velasquez from BB; books on Dürer, Rembrandt and Memling; dresses, art, and furniture for new apartment (138 East 40th St), including ""two divine Han pieces"" that BG acquired by selling several mezzotints; BB's The Drawings of the Florentine Painters; requesting four photos of BB for decorating apartment; BG's new monogram, on diamond-studded cigarette case","Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/03/10,2024/03/10,2024/03/10,
60,15,1911_02_07,00129,"32044150448496_015, 32044150448496_016, 32044150448496_017, 32044150448496_018, 32044150448496_019, 32044150448496_020, 32044150448496_021, 32044150448496_022","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,599-606,,15,8,"""1911"" written by BB",,"Seligmann, Jacques; Rey, Emile; Seligmann, Arnold; Glaenzer, Eugene; Garden, Mary; Faversham, William; Faversham, Julie Opp; Yerkes, Charles T.",art dealing; music; cultural institutions; French literature; BG's social world; scholarship; BG's family; BG's art collection; Chinese art,Seligmann's unafraid of customs issues; Glaenzer's kindness toward BG and BB; Jules Massenet's Thaïs; Claude Debussy's Pelléas et Mélisande; Mary Garden's production of Victor Herbert and Joseph Redding's opera Natoma; Metropolitan Opera; Bohemian Club (San Francisco); fire in BG's apartment building; BG saved her diamond brooch and several gifts from BB during the fire; staying at Belmont; wallpaper and silk rug destroyed by water from firefighters; fixing apartment's wallpaper; Metropolitan rug exhibition catalogue; Yerkes catalogue of rugs; Châtelaine de Vergy,"Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/07/24,2024/07/24,2024/07/24,
60,15,1911_02_10,00130,"32044150448496_023, 32044150448496_024, 32044150448496_025, 32044150448496_026","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,607-610,,8,4,"""1911"" written by BB",,"Berenson, Senda; Thurston, Ada; Beresford, John Graham Hope Horsley de la Poer (5th Baron Decies); Beresford, Helen Vivien Gould (Baroness Decies); Morgan, J. Pierpont",BG's health; BG's social world; Italian art; BG's art collection; BG's travel,"BG in bed with a cold; Gould-Decies wedding; redecorating library room after fire; two vibrant 16th c. Italian tapestries loaned to BG; planning to visit BB September 1 to October 15; Ada Thurston sailing to Naples on February 22, will bear message from BG to BB","Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/07/24,2024/07/24,2024/07/24,
60,15,1911_02_14,00131,"32044150448496_027, 32044150448496_028, 32044150448496_029, 32044150448496_030","Greene, Belle da Costa","Berenson, Bernard",138 EAST FORTIETH STREET,"New York, NY",United States,611-612,,6,4,"""1911"" written by BB",,"Faversham, William; Faversham, Julie Opp; Hapgood, Hutchins; Boyce, Neith; Haggin, James Ben Ali; Bode, Wilhelm von; Smith, Charles Robinson; Smith, Jeannie Porter Steele Robinson; Hoentschel, Georges; Glaenzer, Eugene; Troubetzkoy, Paul; Huntington, Archer; Thurston, Ada",sculpture; BG's social world; Italian art,"masked ball; Carmen costume; Paul Troubetzkoy sculpture exhibition at Hispanic Society, put on by Archer Huntington; Ada Thurston's trip to Italy; BG's apartment now fixed after fire","Foner, Daria",DRF,2020/01/11,2020/01/11,"Palmer, Philip",PSP,2024/07/24,2024/07/24,2024/07/24,
60,15,1911_02_17,00132,"32044150448496_031, 32044150448496_032, 32044150448496_033, 32044150448496_034, 32044150448496_035, 32044150448496_036, 32044150448496_037, 32044150448496_038","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,613-620,,16,8,"""1911"" written by BB",,"Quaritch, Bernard Alfred; Harrison, Ethel; Pollock, Francis Lillie; Morgan, J. Pierpont; Dougherty, Paul; Thurston, Ada",Italian art; Medieval and Renaissance manuscripts; acquisitions; paintings; BG's art collection; scholarship; library work; BG's social world ,photographs of Pisa and Florence doors; forged doors at the Library; photographs of antiphonaries; Siena Cathedral books; Augustinus borders; Spinello Aretino painting owned by BG; 16th c. green velvet; tapestries in library room of BG's apartment; c. 1650 Medici tapestry used as rug; Charles Fairfax Murray drawings catalogue; catalogue of JPM's incunabula; JPM in Egypt; BG hosting costume party for over 150 people,"Davis, Lauren",LD,2022/08/03,2022/08/03,"Palmer, Philip",PSP,2024/07/24,2024/07/24,2024/07/24,
60,15,1911_02_21_23,00133,"32044150448496_039, 32044150448496_040, 32044150448496_041, 32044150448496_042, 32044150448496_043, 32044150448496_044, 32044150448496_045, 32044150448496_046, 32044150448496_047, 32044150448496_048, 32044150448496_049","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,621-631,,22,11,"""1911"" written by BB",,"Hiersemann, Karl Wilhelm; Murray, Charles Fairfax; De Marinis, Tammaro; Morgan, J. Pierpont; Imbert, Alexandre; Grant, Ethel; Farrar, Alice Geraldine; Garden, Mary; Jomelli, Jeanne; Sylva, Marguerite; Pollock, Francis Lillie; Clément, Edmond; Bispham, David; Haggin, James Ben Ali; Thurston, Ada; Johnson, John Graver; Rey, Emile; Seligmann, Arnold; Hoentschel, Georges; Duveen, Joseph",acquisitions; Medieval and Renaissance manuscripts; race and ethnicity; art dealing; scholarship; library work,"Hiersemann catalogue; advising BB not to get involved with Murray; dealers' attempts to sell to JPM behind BG's back; JPM ""well trained"" in consulting BG for purchases; successful costume party; Ethel Grant playing the role of ""Chicago Son, the She-Devil"" in a play titled ""Heaven will protect the working girl – a protest by a Protestant – by permission of The New Theatre” (Edgar Smith and Alfred Baldwin Sloane's Heaven Will Protect the Working Girl (1909)); planning a party every year; Russian and ""Apache"" dances; ""a wonderful clog dance by a darkey""; Thurston traveling to Italy; BG received photographs of BB's dining room and study; planning to visit BB; taking photographs for BB and waiting for some from him; working in quiet at the library; Ada Thurston afraid of JPM; Rey, A. Seligmann, and Hoentschel going to Paris","Davis, Lauren",LD,2022/08/03,2022/08/04,Palmer,PSP,2024/07/29,2024/07/29,2024/07/29,
